,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
0,meeq4lqm,1,https://www.speedrun.com/sm64/run/meeq4lqm,2023-04-12T04:24:00Z,417.58,417.58,jn32931x,Suigi,Canada,N64,Yes
1,y4orrgnz,2,https://www.speedrun.com/sm64/run/y4orrgnz,2023-06-10T00:59:43Z,423.96,423.96,8vkrw22j,Tag609,United States,N64,Yes
2,zxw0lrgm,3,https://www.speedrun.com/sm64/run/zxw0lrgm,2024-01-11T00:26:45Z,426.0,426.0,qj2rklpx,cjrokokomero,Italy,N64,Yes
3,z123gpjy,4,https://www.speedrun.com/sm64/run/z123gpjy,2021-12-08T13:57:56Z,427.32,427.32,7j40gpw8,MANNO,Japan,N64,Yes
4,mr684r2m,5,https://www.speedrun.com/sm64/run/mr684r2m,2021-12-12T23:31:26Z,428.96,428.96,kjprmwk8,Weegee,United States,N64,Yes
5,ywxgd72m,6,https://www.speedrun.com/sm64/run/ywxgd72m,2024-09-28T15:03:41Z,429.0,429.0,xkmnnmmj,ZUMMI,Italy,EMU,Yes
6,y6opvvqy,7,https://www.speedrun.com/sm64/run/y6opvvqy,2022-12-14T21:31:32Z,431.83,431.83,j4rpn7d8,Nils,Sweden,N64,Yes
7,z1o1xewm,8,https://www.speedrun.com/sm64/run/z1o1xewm,2020-09-21T09:08:41Z,431.93,431.93,kj92gmv8,Dowsky,United States,N64,Yes
8,z0nj38jm,9,https://www.speedrun.com/sm64/run/z0nj38jm,2023-02-16T05:29:37Z,432.96,432.96,18q652oj,Poke,United States,N64,Yes
9,zglp6xjm,10,https://www.speedrun.com/sm64/run/zglp6xjm,2024-04-17T15:00:21Z,434.0,434.0,xk3nmqk8,DuckTapeDuck,,EMU,Yes
10,megw479y,11,https://www.speedrun.com/sm64/run/megw479y,2024-09-29T04:31:47Z,434.76,434.76,j2www16j,treybordo,United States,N64,Yes
11,ywxpv9pm,12,https://www.speedrun.com/sm64/run/ywxpv9pm,2024-07-19T11:26:02Z,434.8,434.8,86nnlvqx,Banova8,France,N64,Yes
