,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
83,yl4p552m,84,https://www.speedrun.com/sm64/run/yl4p552m,2019-02-14T09:58:12Z,935.0,935.0,5j5v2nz8,Shans,Australia,EMU,Yes
84,zxx0q1kz,84,https://www.speedrun.com/sm64/run/zxx0q1kz,2024-10-21T08:26:59Z,935.0,935.0,jpm2m44j,happydude124,United States,EMU,Yes
85,yox7k3jy,86,https://www.speedrun.com/sm64/run/yox7k3jy,2024-08-12T15:10:04Z,935.53,935.53,x359w0kj,mickyyyr,Australia,N64,Yes
86,z5xn4n5y,87,https://www.speedrun.com/sm64/run/z5xn4n5y,2022-11-06T17:49:38Z,936.0,936.0,zx7dz1vx,AlejoWasHere,Spain,EMU,Yes
87,y9v57xkm,88,https://www.speedrun.com/sm64/run/y9v57xkm,2022-04-20T19:47:59Z,937.0,937.0,48g7gd18,jepega,Netherlands,VC,Yes
88,dy4e0eqm,89,https://www.speedrun.com/sm64/run/dy4e0eqm,2015-07-30T06:59:18Z,937.56,937.56,kj9lkowj,batora,Japan,N64,Yes
89,zq0wn01y,90,https://www.speedrun.com/sm64/run/zq0wn01y,2021-12-26T09:10:08Z,937.67,937.67,1xyd46wx,Kally,United States,N64,Yes
90,y8jljkwz,91,https://www.speedrun.com/sm64/run/y8jljkwz,2022-03-12T19:45:18Z,937.98,937.98,x35wo52j,2porridge,United States,N64,No
91,y8e1kdwy,92,https://www.speedrun.com/sm64/run/y8e1kdwy,2021-08-10T15:34:12Z,938.0,938.0,xz9z40r8,zMatt_,Italy,EMU,Yes
92,znxw5kly,92,https://www.speedrun.com/sm64/run/znxw5kly,2024-07-10T06:38:57Z,938.0,938.0,xzlelze8,xWicko,Australia,N64,Yes
93,ywx8093m,92,https://www.speedrun.com/sm64/run/ywx8093m,2024-07-28T04:21:01Z,938.0,938.0,8v5253yj,taciturn,United States,EMU,Yes
94,yl72o8rm,95,https://www.speedrun.com/sm64/run/yl72o8rm,2022-07-15T00:44:25Z,939.0,939.0,8rpv21dj,ZeusSM64,New Zealand,EMU,No
95,ylxrjqny,95,https://www.speedrun.com/sm64/run/ylxrjqny,2024-08-20T20:27:44Z,939.0,939.0,8e6vr17j,piegolds,Australia,EMU,Yes
96,z1lp2jjm,97,https://www.speedrun.com/sm64/run/z1lp2jjm,2023-06-26T23:58:20Z,939.06,939.06,18vk21yj,Tabascoth,Austria,N64,Yes
97,y9jxdnrm,98,https://www.speedrun.com/sm64/run/y9jxdnrm,2024-04-23T02:47:11Z,939.17,939.17,8v21mo5j,rawvrt,United States,N64,Yes
98,y8jknj5z,99,https://www.speedrun.com/sm64/run/y8jknj5z,2022-02-10T18:42:38Z,939.2,939.2,8gee7n7j,LxqZach,Germany,N64,Yes
99,megkkg3y,100,https://www.speedrun.com/sm64/run/megkkg3y,2024-07-11T17:33:52Z,940.0,940.0,jnzgrmwj,CyanogenSm64,Uzbekistan,VC,No
100,yj91117z,101,https://www.speedrun.com/sm64/run/yj91117z,2024-08-07T13:55:29Z,941.0,941.0,8ek64w68,mAf1sss,Israel,EMU,Yes
101,ydl8vrwz,102,https://www.speedrun.com/sm64/run/ydl8vrwz,2024-07-09T21:26:09Z,941.16,941.16,j0n10kw8,jaquarium,United States,N64,Yes
102,zn75v48m,103,https://www.speedrun.com/sm64/run/zn75v48m,2022-03-07T17:53:00Z,941.57,941.57,v81ddq38,Smau,Finland,N64,Yes
103,zn4kk07m,104,https://www.speedrun.com/sm64/run/zn4kk07m,2018-07-24T19:00:10Z,942.0,942.0,98rp5e6j,Paracusia,Australia,EMU,Yes
104,ywr1g1pm,104,https://www.speedrun.com/sm64/run/ywr1g1pm,2023-05-03T21:26:03Z,942.0,942.0,8g51pypj,LinuxHater,Spain,EMU,Yes
105,ywrok59m,106,https://www.speedrun.com/sm64/run/ywrok59m,2023-08-16T00:13:02Z,942.06,942.06,j5wo65gj,Blahaj64,Canada,N64,Yes
106,yvowlo8z,107,https://www.speedrun.com/sm64/run/yvowlo8z,2021-11-27T16:15:40Z,942.83,942.83,dx394zkx,max25,England,N64,Yes
107,m78k20wz,108,https://www.speedrun.com/sm64/run/m78k20wz,2021-04-04T00:49:24Z,943.0,943.0,pj0o24rj,Aleph64,Germany,VC,Yes
108,zq86k95z,108,https://www.speedrun.com/sm64/run/zq86k95z,2024-02-18T03:31:07Z,943.0,943.0,x72zygq8,Avasion,United States,EMU,Yes
109,y2kjk1jy,110,https://www.speedrun.com/sm64/run/y2kjk1jy,2023-12-02T16:32:16Z,943.1,943.1,,,,N64,Yes
110,ywn1eg0y,111,https://www.speedrun.com/sm64/run/ywn1eg0y,2023-09-11T21:56:36Z,943.33,943.33,j2636gox,smc_,Scotland,N64,Yes
111,mel4d83z,112,https://www.speedrun.com/sm64/run/mel4d83z,2023-06-18T17:05:29Z,944.51,944.51,8gee0n2j,Doginator,United States,N64,Yes
112,ywxqx83m,113,https://www.speedrun.com/sm64/run/ywxqx83m,2024-08-15T04:33:53Z,944.7,944.7,qjn77418,sorichi,Japan,N64,No
113,zpxpqrgm,114,https://www.speedrun.com/sm64/run/zpxpqrgm,2024-09-20T19:50:24Z,944.73,944.73,x7qqopy8,Kudo,France,N64,Yes
114,megxg89y,115,https://www.speedrun.com/sm64/run/megxg89y,2024-07-24T21:52:41Z,945.0,945.0,pj0eny48,scoagogo,Northern Ireland,EMU,Yes
115,2yww50y4,116,https://www.speedrun.com/sm64/run/2yww50y4,2024-07-20T02:17:51Z,946.0,946.0,e8eepzo8,alextolio,Greece,VC,No
116,y629196z,116,https://www.speedrun.com/sm64/run/y629196z,2023-06-19T04:27:20Z,946.0,946.0,xk31v928,Dude095,United States,EMU,Yes
117,mrvv8o8z,116,https://www.speedrun.com/sm64/run/mrvv8o8z,2024-05-13T08:43:10Z,946.0,946.0,8enge328,BenedictFleur123,Netherlands,EMU,Yes
118,ydlg7p0z,116,https://www.speedrun.com/sm64/run/ydlg7p0z,2024-09-14T05:32:59Z,946.0,946.0,xzlq0er8,ricefarmer41,United States,EMU,Yes
119,y6e79ejz,120,https://www.speedrun.com/sm64/run/y6e79ejz,2024-07-13T06:20:10Z,946.16,946.16,18vkpkyj,KobrahCJ,United States,N64,Yes
120,y4809eqm,121,https://www.speedrun.com/sm64/run/y4809eqm,2022-03-05T02:30:40Z,946.64,946.64,qxkovg98,gohanie,Japan,N64,Yes
121,z1lgk47m,122,https://www.speedrun.com/sm64/run/z1lgk47m,2023-07-03T07:38:47Z,946.81,946.81,jm392d48,k8ehops,United States,N64,Yes
122,ylx4153y,123,https://www.speedrun.com/sm64/run/ylx4153y,2024-07-19T03:43:51Z,947.0,947.0,qjnw4rdj,CapruSin,United States,EMU,Yes
123,y2poq0wz,124,https://www.speedrun.com/sm64/run/y2poq0wz,2022-07-22T06:38:39Z,947.4,947.4,j4rg3z58,CheesyLeech,United States,N64,Yes
124,megod73y,125,https://www.speedrun.com/sm64/run/megod73y,2024-07-30T23:07:49Z,947.83,947.83,v813p3lx,Armada,Sweden,N64,Yes
125,yo4rk57m,126,https://www.speedrun.com/sm64/run/yo4rk57m,2017-09-27T17:10:41Z,947.94,947.94,qxk45r6j,hokorobi,Japan,N64,Yes
126,m7377g5y,127,https://www.speedrun.com/sm64/run/m7377g5y,2023-11-01T00:32:16Z,948.0,948.0,xk4zke6j,ElDeve,Argentina,EMU,No
127,zxw3k25m,127,https://www.speedrun.com/sm64/run/zxw3k25m,2023-12-07T10:06:10Z,948.0,948.0,8w1rr94x,sanj,Canada,EMU,Yes
128,m3j57vwz,127,https://www.speedrun.com/sm64/run/m3j57vwz,2024-07-28T16:05:01Z,948.0,948.0,qjor2nj6,Odme_,United States,VC,Yes
129,me0dr38z,130,https://www.speedrun.com/sm64/run/me0dr38z,2024-01-25T22:21:19Z,948.15,948.15,8r2w1n3x,Kinosura,France,N64,Yes
130,z0pgrw9y,131,https://www.speedrun.com/sm64/run/z0pgrw9y,2022-07-23T01:26:57Z,948.16,948.16,qjnel1dj,Zoro64,Germany,N64,Yes
131,y8wdk9dy,132,https://www.speedrun.com/sm64/run/y8wdk9dy,2024-03-28T22:47:17Z,948.23,948.23,8e6qyddj,Salemba,Austria,N64,Yes
132,y9vxo2km,133,https://www.speedrun.com/sm64/run/y9vxo2km,2022-06-02T01:02:03Z,948.24,948.24,qj2w3rpj,BlueBob,Canada,N64,Yes
133,yox5d11y,134,https://www.speedrun.com/sm64/run/yox5d11y,2024-10-27T04:29:55Z,948.5,948.5,8l3ldyl8,jumpmanmatthew,United States,N64,Yes
134,mk504lxm,135,https://www.speedrun.com/sm64/run/mk504lxm,2021-09-26T13:45:38Z,949.0,949.0,kjp9p28q,Sigotu,Poland,EMU,Yes
135,zp201d8y,135,https://www.speedrun.com/sm64/run/zp201d8y,2021-12-13T04:26:19Z,949.0,949.0,7j4drzdj,AppleJuice,United States,EMU,Yes
136,zx7go35y,137,https://www.speedrun.com/sm64/run/zx7go35y,2022-05-15T04:24:40Z,949.11,949.11,kj90merj,FinW,United States,N64,Yes
137,ywjw96pz,138,https://www.speedrun.com/sm64/run/ywjw96pz,2022-02-26T23:00:28Z,949.23,949.23,qj21mo8k,CartoonBuffoon,,N64,Yes
138,zxw7qw8m,139,https://www.speedrun.com/sm64/run/zxw7qw8m,2023-11-19T01:40:28Z,949.46,949.46,48gyq9p8,Shyanji,Brazil,N64,Yes
139,m7348owy,140,https://www.speedrun.com/sm64/run/m7348owy,2024-01-27T15:45:05Z,949.53,949.53,18qowewj,Majoog,South Korea,N64,Yes
140,zqqpwl8z,141,https://www.speedrun.com/sm64/run/zqqpwl8z,2024-10-18T11:32:50Z,949.56,949.56,8v57kgvj,GrievousD2,Canada,N64,Yes
141,zx8440em,142,https://www.speedrun.com/sm64/run/zx8440em,2022-08-05T15:07:10Z,949.6,949.6,8qz5qoq8,BizzareScape,Mexico,N64,Yes
142,z5vwj15m,143,https://www.speedrun.com/sm64/run/z5vwj15m,2022-02-28T01:39:38Z,950.01,950.01,8qrgozwj,Oxelput,Germany,N64,Yes
143,m3qlp4wy,144,https://www.speedrun.com/sm64/run/m3qlp4wy,2023-07-09T22:10:22Z,950.13,950.13,8r7412qj,Rynnoo,United States,N64,Yes
144,m7oowpwy,145,https://www.speedrun.com/sm64/run/m7oowpwy,2024-10-06T01:21:28Z,950.3,950.3,8lpgwllj,Vadien,United States,N64,Yes
145,znqr4w9z,146,https://www.speedrun.com/sm64/run/znqr4w9z,2022-08-08T15:14:24Z,950.5,950.5,jpov2508,nonnn,Japan,N64,Yes
146,zxwpe1em,147,https://www.speedrun.com/sm64/run/zxwpe1em,2024-01-26T01:17:07Z,951.0,951.0,jn3gwmqx,Roseatia,United Kingdom,EMU,Yes
147,ydn283jm,148,https://www.speedrun.com/sm64/run/ydn283jm,2024-05-06T22:55:22Z,951.08,951.08,xz0e5qe8,EddieMathews,United States,N64,Yes
148,zg7ol5vz,149,https://www.speedrun.com/sm64/run/zg7ol5vz,2019-01-29T20:32:35Z,951.11,951.11,zx7gnyx7,Dwhatever,Germany,N64,Yes
149,m7o8ll5y,150,https://www.speedrun.com/sm64/run/m7o8ll5y,2024-08-10T13:03:31Z,951.3,951.3,86nqn6wx,Susano130,Japan,N64,Yes
150,m70wpp0y,151,https://www.speedrun.com/sm64/run/m70wpp0y,2023-06-19T23:47:39Z,951.31,951.31,j96ww5vj,asandal,United States,N64,Yes
151,mel95k9z,152,https://www.speedrun.com/sm64/run/mel95k9z,2023-06-07T07:44:18Z,951.68,951.68,j4r5lm58,Dorious,Australia,N64,Yes
152,y8112r1z,153,https://www.speedrun.com/sm64/run/y8112r1z,2019-06-26T07:15:02Z,952.0,952.0,qxkg359j,AdamFerrari,United States,VC,Yes
153,yj8krpdm,153,https://www.speedrun.com/sm64/run/yj8krpdm,2022-12-08T17:03:24Z,952.0,952.0,jn2zwo1j,Alessiow,Italy,EMU,No
154,m7o71r5y,153,https://www.speedrun.com/sm64/run/m7o71r5y,2024-08-17T03:17:17Z,952.0,952.0,xyovd1nj,Henoty,France,EMU,Yes
155,ydnqkvvm,156,https://www.speedrun.com/sm64/run/ydnqkvvm,2024-02-23T20:06:28Z,952.25,952.25,xzld0398,Xx_Mario_xX,Japan,N64,No
156,y804wr5m,157,https://www.speedrun.com/sm64/run/y804wr5m,2023-04-07T23:13:24Z,952.31,952.31,8q316z7j,dista,United States,N64,Yes
157,yw02nlpm,158,https://www.speedrun.com/sm64/run/yw02nlpm,2021-03-20T14:00:53Z,952.35,952.35,18q3zwqj,Dekudude,England,N64,Yes
158,z0xl738z,159,https://www.speedrun.com/sm64/run/z0xl738z,2023-11-24T13:46:48Z,952.43,952.43,8vkkkz5j,haruto701,Japan,N64,Yes
159,z5p6jdjm,160,https://www.speedrun.com/sm64/run/z5p6jdjm,2023-08-09T09:14:24Z,952.46,952.46,jp4q645j,GoodGrieth,,N64,Yes
160,y960o1vy,161,https://www.speedrun.com/sm64/run/y960o1vy,2022-12-24T11:11:00Z,952.48,952.48,x7w7vor8,jokehow,United States,N64,Yes
161,y4lxo32z,162,https://www.speedrun.com/sm64/run/y4lxo32z,2024-09-05T08:57:09Z,952.66,952.66,8r7nmpqj,Leproxy,United States,N64,Yes
162,y27n149z,163,https://www.speedrun.com/sm64/run/y27n149z,2021-10-21T02:34:31Z,952.71,952.71,kjpoery8,Falcon,Canada,N64,Yes
163,y86r00nm,164,https://www.speedrun.com/sm64/run/y86r00nm,2023-05-29T21:46:27Z,953.0,953.0,8r2oq5dx,EdgySM64,Brazil,EMU,Yes
164,z19n49rm,164,https://www.speedrun.com/sm64/run/z19n49rm,2024-05-23T22:14:44Z,953.0,953.0,jo3w720j,JumboJolt,Antarctica,EMU,Yes
